,endTime,artistName,trackName,msPlayed,minsPlayed
804,2021-09-23 03:57,Dua Lipa,Levitating (feat. DaBaby),1687,0.02811666666666667
805,2021-09-23 03:57,Kesha,We R Who We R,11375,0.18958333333333333
806,2021-09-23 03:58,Tobtok,New Levels (feat. Mila Falls),65066,1.0844333333333334
807,2021-09-23 03:58,Robin Schulz,All We Got (feat. KIDDO) - Ofenbach Remix,1844,0.030733333333333335
808,2021-09-23 04:00,Alice Merton,No Roots,23,0.00038333333333333334
809,2021-09-23 04:00,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",137220,2.287
810,2021-09-23 04:00,Major Lazer,Cold Water (feat. Justin Bieber & MØ),5607,0.09345
811,2021-09-23 04:00,Vicetone,What I've Waited For,2545,0.042416666666666665
812,2021-09-23 04:03,LeeHi,Because,0,0.0
813,2021-09-23 04:03,BIM,Link Up (Bonus Track),142459,2.3743166666666666
814,2021-09-23 04:05,LeeHi,BREATHE,1842,0.0307
815,2021-09-23 04:05,LeeHi,HOLO,6401,0.10668333333333334
816,2021-09-23 04:05,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",3752,0.06253333333333333
817,2021-09-23 04:05,LeeHi,Red Lipstick (feat. Yoonmirae),124040,2.0673333333333335
818,2021-09-23 04:07,HYO,Second (feat. BIBI),98483,1.6413833333333334
819,2021-09-23 09:58,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,3.2093333333333334
820,2021-09-25 02:33,Dua Lipa,Levitating (feat. DaBaby),6291,0.10485
821,2021-09-25 02:36,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,3.2093333333333334
822,2021-09-25 02:36,AronChupa,I'm an Albatraoz,160,0.0026666666666666666
823,2021-09-25 02:39,Ariana Grande,positions,3776,0.06293333333333333
824,2021-09-25 02:39,BIM,Link Up (Bonus Track),148525,2.475416666666667
825,2021-09-25 02:39,Monsta X,GAMBLER,5542,0.09236666666666667
826,2021-09-25 02:39,Daichi Yamamoto,Wanna Ride ( The Breeze ),6153,0.10255
827,2021-09-25 02:42,CamelPhat,Cola - Robin Schulz Remix,195784,3.2630666666666666
828,2021-09-25 02:46,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,200374,3.339566666666667
829,2021-09-25 02:48,LeeHi,Red Lipstick (feat. Yoonmirae),91353,1.52255
830,2021-09-25 03:27,Well Damn,Taking Action on Your Purpose In A World Of Distraction with Light Watkins,8415,0.14025
831,2021-09-25 11:49,Dua Lipa,Levitating (feat. DaBaby),1404,0.0234
832,2021-09-25 11:52,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),163804,2.7300666666666666
833,2021-09-25 11:54,LANNÉ,Anywhere,138798,2.3133
834,2021-09-25 11:58,Duke Dumont,Need U (100%) (feat. A*M*E),233707,3.8951166666666666
835,2021-09-25 12:01,Whee In,water color,189986,3.1664333333333334
836,2021-09-25 12:05,DJMashup,Don't Worry (Originally Performed by Madcon Ft. Ray Dalton),216000,3.6
837,2021-09-25 12:08,Bishop Briggs,River,216133,3.6022166666666666
838,2021-09-25 12:12,The Weeknd,Blinding Lights,200040,3.334
839,2021-09-25 12:16,Alice Merton,No Roots,235813,3.9302166666666665
840,2021-09-25 12:18,Robin Schulz,All We Got (feat. KIDDO) - Ofenbach Remix,129814,2.1635666666666666
841,2021-09-25 12:22,Why Don't We,Fallin’ (Adrenaline) - GOLDHOUSE Remix,225000,3.75
842,2021-09-25 12:24,Clean Bandit,Higher (feat. iann dior),120116,2.001933333333333
843,2021-09-25 12:24,Eminem,Without Me,761,0.012683333333333333
844,2021-09-25 12:24,Major Lazer,Cold Water (feat. Justin Bieber & MØ),7820,0.13033333333333333
845,2021-09-25 12:27,Monsta X,SHINE FOREVER,208035,3.46725
846,2021-09-25 12:28,Monsta X,NEWTON,48967,0.8161166666666667
847,2021-09-25 12:28,Monsta X,All In,2091,0.03485
848,2021-09-25 12:32,Monsta X,Trespass,205000,3.4166666666666665
849,2021-09-25 12:32,Monsta X,대동단결,1633,0.027216666666666667
850,2021-09-25 12:32,Monsta X,Sweetheart,1067,0.017783333333333335
851,2021-09-25 12:32,Monsta X,Oi,16007,0.2667833333333333
852,2021-09-25 12:32,Monsta X,Last Carnival,18870,0.3145
853,2021-09-25 13:02,Monsta X,Shoot Out,105460,1.7576666666666667
854,2021-09-25 23:08,Well Damn,Taking Action on Your Purpose In A World Of Distraction with Light Watkins,3540,0.059
855,2021-09-25 23:56,FT News Briefing,FT Weekend: How has lockdown changed us? Plus: a night on the Orient Express,1508847,25.14745
856,2021-09-25 23:56,Ariana Grande,positions,1710,0.0285
857,2021-09-25 23:58,The Weeknd,Blinding Lights,127860,2.131
858,2021-09-26 03:16,The Weeknd,Blinding Lights,72170,1.2028333333333334
859,2021-09-26 03:19,Clean Bandit,Higher (feat. iann dior),203953,3.3992166666666668
860,2021-09-26 03:19,Duke Dumont,Need U (100%) (feat. A*M*E),2046,0.0341
861,2021-09-26 03:19,Dua Lipa,Levitating (feat. DaBaby),8522,0.14203333333333334
862,2021-09-26 03:19,Eminem,Without Me,2424,0.0404
863,2021-09-26 03:22,GAMPER & DADONI,Rule The World (feat. ILIRA),156290,2.604833333333333
864,2021-09-26 03:25,Bishop Briggs,River,216133,3.6022166666666666
865,2021-09-26 03:29,Alice Merton,No Roots,235813,3.9302166666666665
866,2021-09-26 03:31,Why Don't We,Fallin’ (Adrenaline) - GOLDHOUSE Remix,72752,1.2125333333333332
867,2021-09-26 03:34,Whee In,water color,189986,3.1664333333333334
868,2021-09-26 03:37,Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351,3.089183333333333
869,2021-09-26 03:40,DJMashup,Don't Worry (Originally Performed by Madcon Ft. Ray Dalton),216000,3.6
870,2021-09-26 03:43,Robin Schulz,All We Got (feat. KIDDO) - Ofenbach Remix,5243,0.08738333333333333
871,2021-09-26 03:43,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),2636,0.04393333333333333
872,2021-09-26 03:43,LANNÉ,Anywhere,138798,2.3133
873,2021-09-26 03:43,Kesha,We R Who We R,10938,0.1823
874,2021-09-26 03:45,The Weeknd,Blinding Lights,84275,1.4045833333333333
875,2021-09-26 09:47,Bishop Briggs,River,23,0.00038333333333333334
876,2021-09-26 09:47,Bishop Briggs,River,193,0.0032166666666666667
877,2021-09-26 09:47,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,1350,0.0225
878,2021-09-26 09:47,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,245,0.004083333333333333
879,2021-09-26 09:47,MF DOOM,Doomsday,3863,0.06438333333333333
880,2021-09-26 09:47,Sublime,Santeria,241,0.004016666666666667
881,2021-09-26 09:47,Jon Brion,Little Person,0,0.0
882,2021-09-26 09:47,The Velvet Underground,Sunday Morning,0,0.0
883,2021-09-26 09:47,Nirvana,Pennyroyal Tea,0,0.0
884,2021-09-26 09:47,Rain,WHY DON’T WE(Feat. 金請夏),1406,0.023433333333333334
885,2021-09-26 09:47,Duke Dumont,Need U (100%) (feat. A*M*E),585,0.00975
886,2021-09-26 09:47,WayV,Kick Back,654,0.0109
887,2021-09-26 09:47,SHINee,Atlantis,4511,0.07518333333333334
888,2021-09-26 09:47,MJ Cole,Shelter,644,0.010733333333333333
889,2021-09-26 09:47,Monsta X,GAMBLER,1051,0.017516666666666666
890,2021-09-26 09:47,my bloody valentine,when you sleep,650,0.010833333333333334
891,2021-09-26 09:47,Bruno Major,The Most Beautiful Thing,7872,0.1312
892,2021-09-26 09:47,Coldplay,Hymn for the Weekend,0,0.0
893,2021-09-26 09:47,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),6020,0.10033333333333333
894,2021-09-26 09:47,Major Lazer,Cold Water (feat. Justin Bieber & MØ),401,0.006683333333333334
895,2021-09-26 09:50,Joel Corry,Lonely,190955,3.1825833333333335
896,2021-09-26 09:51,James Hype,Afraid (feat. HARLEE),4251,0.07085
897,2021-09-26 09:51,Tobtok,New Levels (feat. Mila Falls),925,0.015416666666666667
898,2021-09-26 09:51,Weird Genius,Future Ghost (feat. Violette Wautier),4691,0.07818333333333333
899,2021-09-26 09:51,BoA,Hurricane Venus,25013,0.41688333333333333
900,2021-09-26 09:51,Shye,how r u sleeping,796,0.013266666666666666
901,2021-09-26 09:51,Nathan Dawe,No Time For Tears,794,0.013233333333333333
902,2021-09-26 09:51,Bassjackers,Show Me Your Love,1450,0.024166666666666666
903,2021-09-26 09:51,NEFFEX,Play,1368,0.0228
904,2021-09-26 09:51,bbno$,edamame (feat. Rich Brian),10198,0.16996666666666665
905,2021-09-26 09:51,Hoàng Read,The Magic Bomb (Questions I Get Asked),36,0.0006
906,2021-09-26 09:51,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),1038,0.0173
907,2021-09-26 09:54,Ofenbach,Head Shoulders Knees & Toes (feat. Norma Jean Martine),156960,2.616
908,2021-09-26 09:57,Matoma,WOW (with Emma Steinbakken),41100,0.685
909,2021-09-26 09:57,NOTD,I Miss Myself (with HRVY),588,0.0098
910,2021-09-26 09:57,Jax Jones,Harder (with Bebe Rexha),159760,2.6626666666666665
911,2021-09-26 10:00,Joel Corry,Head & Heart (feat. MNEK),166028,2.7671333333333332
912,2021-09-26 10:03,Clean Bandit,Higher (feat. iann dior),203953,3.3992166666666668
913,2021-09-26 10:04,Gryffin,Baggage (with AlunaGeorge),15155,0.2525833333333333
914,2021-09-26 10:07,CamelPhat,Cola - Robin Schulz Remix,195784,3.2630666666666666
915,2021-09-26 11:00,Afrojack,Hero - Nicky Romero Remix,180975,3.01625
916,2021-09-28 06:17,KREAM,Go Somewhere,1778,0.029633333333333334
917,2021-09-28 06:18,Outkast,Hey Ya!,2622,0.0437
918,2021-09-28 06:18,Clean Bandit,Tick Tock (feat. 24kGoldn),12786,0.2131
919,2021-09-28 06:21,Beyoncé,Run the World (Girls),193135,3.218916666666667
920,2021-09-28 10:32,Jasiah,Break Shit,95483,1.5913833333333334
921,2021-09-28 10:34,Jasiah,Surfs Up,91829,1.5304833333333334
922,2021-09-28 10:53,Yung Gravy,oops!,19530,0.3255
923,2021-09-29 01:36,Why Don't We,Fallin’ (Adrenaline) - GOLDHOUSE Remix,20970,0.3495
924,2021-09-29 01:40,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,258342,4.3057
925,2021-09-29 01:43,Taio Cruz,Dynamite,2550,0.0425
926,2021-09-29 01:43,Macklemore,Glorious (feat. Skylar Grey),164150,2.7358333333333333
927,2021-09-29 01:43,The Script,Hall of Fame (feat. will.i.am),1670,0.027833333333333335
928,2021-09-29 01:46,Galantis,No Money,191293,3.1882166666666665
929,2021-09-29 01:51,will.i.am,Scream & Shout,283400,4.723333333333334
930,2021-09-29 01:52,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),1570,0.026166666666666668
931,2021-09-29 01:52,Axwell /\ Ingrosso,More Than You Know,27716,0.4619333333333333
932,2021-09-29 01:54,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),163804,2.7300666666666666
933,2021-09-29 01:55,Jonas Blue,Rise,0,0.0
934,2021-09-29 01:55,Macklemore,Thrift Shop (feat. Wanz),8970,0.1495
935,2021-09-29 01:55,Clean Bandit,Higher (feat. iann dior),1170,0.0195
936,2021-09-29 01:55,Zara Larsson,All the Time,0,0.0
937,2021-09-29 01:55,Sam Feldt,Post Malone (feat. RANI),6020,0.10033333333333333
938,2021-09-29 01:55,Mabel,Don't Call Me Up,1110,0.0185
939,2021-09-29 01:55,HUGEL,WTF (feat. Amber Van Day),0,0.0
940,2021-09-29 01:55,VIZE,Never Let Me Down,0,0.0
941,2021-09-29 01:55,OneRepublic,Run,650,0.010833333333333334
942,2021-09-29 01:55,NOTD,So Close,0,0.0
943,2021-09-29 01:55,Martin Garrix,Drown (feat. Clinton Kane),490,0.008166666666666666
944,2021-09-29 01:55,Jax Jones,All Day And Night,190,0.0031666666666666666
945,2021-09-29 02:00,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",209030,3.483833333333333
946,2021-10-01 01:58,Ariana Grande,positions,5646,0.0941
947,2021-10-01 02:03,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,3.2093333333333334
948,2021-10-01 02:05,BIM,Link Up (Bonus Track),148525,2.475416666666667
949,2021-10-01 02:08,BIM,Link Up (Bonus Track),10885,0.18141666666666667
950,2021-10-01 02:08,Reol,第六感,2227,0.037116666666666666
951,2021-10-01 02:08,Neru,病名は愛だった(feat. z'5),755,0.012583333333333334
952,2021-10-01 02:08,Yu-Peng Chen,Contemplation in Snow,3428,0.057133333333333335
953,2021-10-01 02:14,Yu-Peng Chen,All-Conquering Tide,4787,0.07978333333333333
954,2021-10-01 02:15,Yu-Peng Chen,A Letter from Afar,4784,0.07973333333333334
955,2021-10-01 02:15,Yu-Peng Chen,Wrath of Monoceros Caeli,3734,0.062233333333333335
956,2021-10-01 02:18,Yu-Peng Chen,Dance with the Great Vortex,182542,3.0423666666666667
957,2021-10-01 02:18,Yu-Peng Chen,Ode to Azhdaha,32113,0.5352166666666667
958,2021-10-01 02:22,Yu-Peng Chen,Rage Beneath the Mountains,210610,3.5101666666666667
959,2021-10-01 02:23,Yu-Peng Chen,Ominous Fandango,7199,0.11998333333333333
960,2021-10-01 02:23,Yu-Peng Chen,Hymn of the Pearl,50496,0.8416
961,2021-10-01 02:23,Yu-Peng Chen,Overture of Falling Stars,32927,0.5487833333333333
962,2021-10-01 02:24,Yu-Peng Chen,Surge of Prophecies,61000,1.0166666666666666
963,2021-10-01 02:26,Yu-Peng Chen,Qilin's Prance,100519,1.6753166666666666
964,2021-10-01 02:27,Yu-Peng Chen,"Sieh an, mein Sommernachtgarten!",76000,1.2666666666666666
965,2021-10-01 02:28,Yu-Peng Chen,Exclusive Specialty,61334,1.0222333333333333
966,2021-10-01 02:30,Yu-Peng Chen,From Snezhnaya With Boldness,88885,1.4814166666666666
967,2021-10-01 02:32,Yu-Peng Chen,Rex Incognito,108827,1.8137833333333333
968,2021-10-01 02:33,Yu-Peng Chen,Genius of Takwin,90922,1.5153666666666668
969,2021-10-01 02:34,Yu-Peng Chen,Nimble as Lightning,59428,0.9904666666666667
970,2021-10-01 02:35,Yu-Peng Chen,Rockin' With Fire,61503,1.02505
971,2021-10-01 02:36,Yu-Peng Chen,Where the Sunlight Flees,72500,1.2083333333333333
972,2021-10-01 02:37,Yu-Peng Chen,Flaming Fry,58913,0.9818833333333333
973,2021-10-01 02:39,Yu-Peng Chen,Letter From Ajax,93259,1.5543166666666666
974,2021-10-01 02:40,Yu-Peng Chen,Preserver of Fortune,60865,1.0144166666666667
975,2021-10-01 02:42,Yu-Peng Chen,Contemplation in Snow,122864,2.0477333333333334
976,2021-10-01 02:43,Yu-Peng Chen,"Let's Go, Crimson Knight!",91499,1.5249833333333334
977,2021-10-01 02:45,Yu-Peng Chen,Ouvertüre der ewigen Nacht,77503,1.2917166666666666
978,2021-10-01 02:47,Yu-Peng Chen,Bard's Adventure,107012,1.7835333333333334
979,2021-10-01 02:49,Yu-Peng Chen,Contemplation in Snow,122864,2.0477333333333334
980,2021-10-01 02:51,frad,The Girl I Have a Crush On,137483,2.2913833333333335
981,2021-10-01 02:52,Jordy Chandra,Winter Warmth,87428,1.4571333333333334
982,2021-10-01 02:55,Yoh kamiyama,YELLOW,178712,2.9785333333333335
983,2021-10-01 02:59,Eve,Inochi No Tabekata,224218,3.7369666666666665
984,2021-10-01 03:03,Yu-Peng Chen,Caelestinum Finale Termini,208000,3.466666666666667
985,2021-10-01 03:06,TUYU,Goodbye to Rock you,208231,3.4705166666666667
986,2021-10-01 03:08,frad,fool,130333,2.1722166666666665
987,2021-10-01 03:12,Jordy Chandra,Puddles,215832,3.5972
988,2021-10-01 03:15,Mili,world.execute(me);,211912,3.5318666666666667
989,2021-10-01 03:17,Yu-Peng Chen,Snow-Buried Tales,91984,1.5330666666666666
990,2021-10-01 03:20,Eve,Yoruwahonoka,191850,3.1975
991,2021-10-01 03:22,Paintamelody,Lantern Rite (Xiao's Theme),111000,1.85
992,2021-10-01 03:25,frad,First Date,173143,2.8857166666666667
993,2021-10-01 03:27,Jordy Chandra,The Time We Spent,150000,2.5
994,2021-10-01 03:29,Yu-Peng Chen,Bard's Adventure,107012,1.7835333333333334
995,2021-10-01 03:31,たかやん,Look only at me,102098,1.7016333333333333
996,2021-10-01 03:35,Eve,Tokyo Ghetto,240323,4.0053833333333335
997,2021-10-01 03:36,Beside Bed,Yoimiya's Story,67500,1.125
998,2021-10-01 03:38,アトラスサウンドチーム,Sunset Bridge,100720,1.6786666666666668
999,2021-10-01 03:39,Yu-Peng Chen,Another Hopeful Tomorrow,85783,1.4297166666666667
1000,2021-10-01 03:41,Jordy Chandra,"Dragonspine Snow (From ""Genshin Impact - Dragonspine"" Game)",104000,1.7333333333333334
1001,2021-10-01 03:43,tnbee,Guizhong's Lullaby,96000,1.6
1002,2021-10-01 03:44,Eve,Anoko secret,73108,1.2184666666666666
1003,2021-10-01 04:26,Close Friends: The Podcast,WE’RE BACK !!!,7528,0.12546666666666667
1004,2021-10-01 04:26,Freakonomics Radio,That’s a Great Question! (Ep. 192 Rebroadcast),895426,14.923766666666667
1005,2021-10-01 04:41,Infinite Loops,Perth Tolle — Investing in Freedom (EP.67),2790,0.0465
1006,2021-10-01 04:41,"Think Fast, Talk Smart: Communication Techniques",Speak like a Founder: How Successful Entrepreneurs Communicate to Their Teams,859971,14.33285
1007,2021-10-01 04:55,Close Friends: The Podcast,WE’RE BACK !!!,269898,4.4983
1008,2021-10-01 06:33,Close Friends: The Podcast,WE’RE BACK !!!,1019020,16.983666666666668
1009,2021-10-01 07:48,Close Friends: The Podcast,WE’RE BACK !!!,822790,13.713166666666666
1010,2021-10-01 08:06,Infinite Loops,Perth Tolle — Investing in Freedom (EP.67),420880,7.014666666666667
1011,2021-10-01 13:08,Infinite Loops,Perth Tolle — Investing in Freedom (EP.67),6540,0.109
1012,2021-10-02 01:29,Infinite Loops,Perth Tolle — Investing in Freedom (EP.67),1955700,32.595
1013,2021-10-02 02:32,Bishop Briggs,River,5470,0.09116666666666666
1014,2021-10-02 02:32,Why Don't We,Fallin’ (Adrenaline) - GOLDHOUSE Remix,1330,0.022166666666666668
1015,2021-10-02 02:36,The Weeknd,Blinding Lights,200040,3.334
1016,2021-10-02 02:40,Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,258342,4.3057
1017,2021-10-02 02:44,Mimi Webb,Good Without,2463,0.04105
1018,2021-10-02 02:44,Ariana Grande,positions,880,0.014666666666666666
1019,2021-10-02 02:44,GAMPER & DADONI,Rule The World (feat. ILIRA),1120,0.018666666666666668
1020,2021-10-02 02:44,aespa,Next Level,221573,3.6928833333333335
1021,2021-10-02 02:44,Robin Schulz,All We Got (feat. KIDDO) - Ofenbach Remix,1550,0.025833333333333333
1022,2021-10-02 02:44,SHINee,Don't Call Me,830,0.013833333333333333
1023,2021-10-02 02:44,LANNÉ,Anywhere,7410,0.1235
1024,2021-10-02 02:47,Clean Bandit,Tick Tock (feat. 24kGoldn),178373,2.9728833333333333
1025,2021-10-02 02:50,Ava Max,My Head & My Heart,174760,2.9126666666666665
1026,2021-10-02 02:53,Jason Derulo,Take You Dancing,190306,3.1717666666666666
1027,2021-10-02 02:56,Joel Corry,BED,178087,2.9681166666666665
1028,2021-10-02 02:57,Martin Jensen,At Least I Had Fun,65521,1.0920166666666666
1029,2021-10-02 06:16,Bishop Briggs,River,23,0.00038333333333333334
1030,2021-10-02 06:16,GAMPER & DADONI,Rule The World (feat. ILIRA),1747,0.029116666666666666
1031,2021-10-02 06:16,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),1194,0.0199
1032,2021-10-02 06:16,Major Lazer,Cold Water (feat. Justin Bieber & MØ),1896,0.0316
1033,2021-10-02 06:18,Ava Max,My Head & My Heart,16070,0.2678333333333333
1034,2021-10-02 06:18,Jason Derulo,Take You Dancing,585,0.00975
1035,2021-10-02 06:18,Jason Derulo,Take You Dancing,956,0.015933333333333334
1036,2021-10-02 06:18,The Weeknd,Blinding Lights,96847,1.6141166666666666
1037,2021-10-02 06:19,Joel Corry,BED,64349,1.0724833333333332
1038,2021-10-02 06:20,Madism,Pumped Up Kicks,5200,0.08666666666666667
1039,2021-10-02 06:20,HYO,Second (feat. BIBI),7906,0.13176666666666667
1040,2021-10-02 06:24,Beyoncé,Run the World (Girls),236093,3.9348833333333335
1041,2021-10-02 06:26,Zara Larsson,Ain't My Fault,756,0.0126
1042,2021-10-02 06:26,Kesha,We R Who We R,172411,2.8735166666666667
1043,2021-10-02 06:27,Beyoncé,Naughty Girl,490,0.008166666666666666
1044,2021-10-02 06:27,Meghan Trainor,No Excuses,13284,0.2214
1045,2021-10-02 06:30,Macklemore,Glorious (feat. Skylar Grey),220454,3.6742333333333335
1046,2021-10-02 06:32,Macklemore,Good Old Days (feat. Kesha),10710,0.1785
1047,2021-10-02 06:32,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",37605,0.62675
1048,2021-10-02 06:47,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",17383,0.2897166666666667
1049,2021-10-02 10:26,Clean Bandit,Higher (feat. iann dior),1114,0.018566666666666665
1050,2021-10-02 10:26,Why Don't We,Fallin’ (Adrenaline) - GOLDHOUSE Remix,2730,0.0455
1051,2021-10-02 10:26,Duke Dumont,Need U (100%) (feat. A*M*E),780,0.013
1052,2021-10-02 10:26,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),7299,0.12165
1053,2021-10-02 10:26,Kesha,We R Who We R,2525,0.042083333333333334
1054,2021-10-02 10:28,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",101874,1.6979
1055,2021-10-02 10:31,LeeHi,Red Lipstick (feat. Yoonmirae),187320,3.122
1056,2021-10-02 10:32,Monsta X,Party Time,240,0.004
1057,2021-10-02 10:32,LeeHi,BREATHE,49876,0.8312666666666667
1058,2021-10-02 10:32,Steve Aoki,Play It Cool,1136,0.018933333333333333
1059,2021-10-02 10:32,Monsta X,악몽,3750,0.0625
1060,2021-10-02 10:35,Monsta X,GAMBLER,190168,3.1694666666666667
1061,2021-10-02 10:37,Monsta X,Monsta Truck,129584,2.1597333333333335
1062,2021-10-02 10:37,KARD,Oh NaNa (Hidden. HUR YOUNG JI),3872,0.06453333333333333
1063,2021-10-02 10:39,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",125164,2.0860666666666665
1064,2021-10-02 10:41,HYO,Second (feat. BIBI),90813,1.51355
1065,2021-10-02 10:41,BIM,Link Up (Bonus Track),23,0.00038333333333333334
1066,2021-10-02 10:41,Yu-Peng Chen,All-Conquering Tide,7376,0.12293333333333334
1067,2021-10-02 10:44,Zayde Wølf,Born Ready,25625,0.4270833333333333
1068,2021-10-02 10:44,BIM,Link Up (Bonus Track),148525,2.475416666666667
1069,2021-10-02 10:44,SHINee,Don't Call Me,10356,0.1726
1070,2021-10-02 11:08,Oh The Larceny,Man on a Mission,151680,2.528
1071,2021-10-02 11:49,LOONA,PTT (Paint The Town),201120,3.352
1072,2021-10-02 11:50,DJMashup,Don't Worry (Originally Performed by Madcon Ft. Ray Dalton),781,0.013016666666666666
1073,2021-10-02 11:50,Ariana Grande,positions,1242,0.0207
1074,2021-10-02 11:50,Duke Dumont,Need U (100%) (feat. A*M*E),1171,0.01951666666666667
1075,2021-10-02 11:50,Robin Schulz,All We Got (feat. KIDDO) - Ofenbach Remix,2233,0.03721666666666667
1076,2021-10-02 11:50,Whee In,water color,1231,0.020516666666666666
1077,2021-10-02 11:50,Dua Lipa,Levitating (feat. DaBaby),530,0.008833333333333334
1078,2021-10-02 11:52,The Weeknd,Blinding Lights,94533,1.57555
1079,2021-10-02 11:55,LOONA,PTT (Paint The Town),201120,3.352
1080,2021-10-02 11:58,Oh The Larceny,Another Level,3944,0.06573333333333334
1081,2021-10-02 11:58,Eminem,Without Me,145523,2.4253833333333334
1082,2021-10-02 11:58,Jason Derulo,Lifestyle (feat. Adam Levine),9950,0.16583333333333333
1083,2021-10-02 12:01,Oh The Larceny,Can't Stop Me Now,180505,3.0084166666666667
1084,2021-10-02 12:04,Oh The Larceny,Light That Fire,139137,2.31895
1085,2021-10-02 12:13,Oh The Larceny,Man on a Mission,211948,3.5324666666666666
1086,2021-10-02 12:13,Oh The Larceny,Can't Stop Me Now,24211,0.4035166666666667
1087,2021-10-02 12:16,BIM,Link Up (Bonus Track),148525,2.475416666666667
1088,2021-10-02 12:17,ZIN,Buddies,20534,0.34223333333333333
1089,2021-10-02 12:18,Beyoncé,Run the World (Girls),92465,1.5410833333333334
1090,2021-10-02 12:23,Ava Max,My Head & My Heart,16208,0.27013333333333334
1091,2021-10-02 12:23,Beyoncé,Partition,266144,4.435733333333333
1092,2021-10-02 12:23,Beyoncé,Jealous,34891,0.5815166666666667
1093,2021-10-02 12:24,Anne-Marie,Kiss My (Uh Oh),13382,0.22303333333333333
1094,2021-10-02 12:25,B-Case,Can't Buy Love (feat. Baby E),60660,1.011
1095,2021-10-02 12:27,Ofenbach,Be Mine,161322,2.6887
1096,2021-10-02 12:28,Robin Schulz,All We Got (feat. KIDDO) - Ofenbach Remix,55498,0.9249666666666667
1097,2021-10-02 12:29,Lemaitre,Rocket Girl (Feat. Betty Who),17826,0.2971
1098,2021-10-02 12:30,Unlike Pluto,Everything Black,56398,0.9399666666666666
1099,2021-10-02 12:33,Unlike Pluto,Sweet,190909,3.1818166666666667
1100,2021-10-02 12:47,Vicetone,What I've Waited For,211140,3.519
1101,2021-10-02 14:30,NCT 127,Punch,127400,2.1233333333333335
1102,2021-10-02 14:32,NCT 127,Chain,136880,2.2813333333333334
1103,2021-10-02 22:42,Tanir,Da Da Da - Remix by Mikis,400,0.006666666666666667
1104,2021-10-02 23:01,Nakedsins,Bing Bian (DJ Remix),94560,1.576
1105,2021-10-03 09:33,Chris Brown,Turn Up the Music,199620,3.327
1106,2021-10-03 09:34,Silk City,Electricity (with Dua Lipa),11367,0.18945
1107,2021-10-03 09:34,Little Mix,Black Magic,1993,0.033216666666666665
1108,2021-10-03 09:34,EXO,Growl,23,0.00038333333333333334
1109,2021-10-03 09:34,Panic! At The Disco,High Hopes,12712,0.21186666666666668
1110,2021-10-03 09:34,Kesha,We R Who We R,722,0.012033333333333333
1111,2021-10-03 09:34,Fifth Harmony,Sledgehammer,750,0.0125
1112,2021-10-03 09:37,LOONA,PTT (Paint The Town),201120,3.352
1113,2021-10-03 09:41,Oh The Larceny,Man on a Mission,211948,3.5324666666666666
1114,2021-10-03 09:43,NCT DREAM,STRONGER,138176,2.3029333333333333
1115,2021-10-03 09:45,Adam Lambert,For Your Entertainment,114070,1.9011666666666667
1116,2021-10-03 09:45,Reol,MONSTER,3170,0.052833333333333336
1117,2021-10-03 09:49,Monsta X,Monsta Truck,220360,3.6726666666666667
1118,2021-10-03 09:53,NCT 127,Good Thing,220369,3.672816666666667
1119,2021-10-03 09:56,Selena Gomez,Hands To Myself,200680,3.3446666666666665
1120,2021-10-03 09:59,Tove Lo,Talking Body,201699,3.36165
1121,2021-10-03 10:03,LeeHi,Red Lipstick (feat. Yoonmirae),187320,3.122
1122,2021-10-03 10:15,LOONA,PTT (Paint The Town),44060,0.7343333333333333
1123,2021-10-03 23:26,ShibayanRecords,モノクロ・インザナイト,4397,0.07328333333333334
